GSM5356205	GSM5356206	GSM5356207	GSM5356208	GSM5356209	GSM5356210	GSM5356217	GSM5356218	GSM5356219	GSM5356220	GSM5356221	GSM5356222
DOCK9	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235
EEF1D	1.10545522483217	-2.27669479307235	1.64157106261007	-2.27669479307235	0.451960899814317	2.9989581038281	2.06600844174438	-2.27669479307235	2.24630624345025	-2.27669479307235	-2.27669479307234	2.35479194392612
SLC44A5	-1.31868652011807	2.64999585491395	-2.27669479307235	-0.675644824018164	4.11035489679616	2.83905914438842	2.28804026683062	-0.506851182803651	-1.65717162906318	-2.27669479307235	-2.27669479307234	-2.27669479307235
ATF7	-2.27669479307235	2.50325364010786	-2.27669479307235	-2.27669479307235	1.91850187614749	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235
GAP43	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235
MYO9B	5.22723351210803	5.66365500993308	5.23781690325256	5.19514269340317	5.67118631545078	6.19086694683251	5.75084600153359	5.75285939548935	5.83264709223828	5.93110926477283	5.43731188006472	5.94260525240407
SYNGAP1	4.78842816202798	4.55310210114182	4.68539317748549	4.499361604246	4.90493500669955	5.94370339360807	6.60643846155734	6.30455071178197	5.8410289585075	6.41740505977905	5.181494123129	6.94755751623446
TRIM2	2.92571481656553	3.63785491394235	3.83881073766943	-2.27669479307235	3.73774881286086	3.94697781166277	4.72141415298696	4.63383892222539	3.91062200845638	5.61089515309468	4.4801682640368	4.87811922375341
EPN1	-0.0225529409682454	0.506324642783856	-2.27669479307235	-2.27669479307235	1.33881029228229	0.60816071396007	0.998392690204195	1.55679589951721	1.81847172034594	-0.0585856159220797	0.710620537879999	2.03852895043619
MOV10	-2.27669479307235	-2.27669479307235	-2.27669479307235	1.25623662614906	-2.27669479307234	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235
IFI27	3.43405996790154	4.13814709573896	2.89381002812548	2.24456414863063	3.86705138279606	5.20434393795068	4.34411072703372	3.05118153755374	7.29613583443006	4.49634359679319	1.98065803335699	4.07218188405142
PLD1	6.05406166607326	5.21859159595532	5.97251587112036	5.07454911103842	5.70370280864593	4.44445084097723	5.89775440748678	5.63145376896734	5.52803274105094	5.18548801427161	3.92294110624741	5.17809673480248
PLXNB1	7.63179497623158	7.57218825944034	7.53177515634755	7.14008086345885	7.54784359401951	8.22004775221835	8.45378385092266	8.27937872174889	8.34220106136081	8.53856544737218	7.74783763735709	8.83360016470869
ABLIM2	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235
KARS1	5.94212139180258	6.03258425458626	5.93453164700559	6.16768131555337	5.94249857542784	6.1005504334431	6.16716704436539	6.19862325601436	6.26726077920553	6.15958193345196	5.97527283150886	5.95143559136362
DRC3	5.97372497723241	6.08512813428851	6.12725552271275	4.2800521797713	4.5671182386516	5.94089234053007	6.71018487518733	5.86791183838963	5.42400693217797	6.70138386278754	5.48770099871674	6.96073772534584
KIFC3	-1.00530545602251	-2.27669479307235	3.06431131137545	2.08247111026148	3.09013600710256	2.51545379564511	0.846977246264306	3.70200135470855	3.88922686570061	1.57067262911886	2.02032125842183	1.57311087201396
NR1H3	-2.27669479307235	-2.27669479307235	-2.27669479307235	-0.883326850128521	-2.27669479307234	-2.27669479307235	-2.27669479307234	-0.0702844877210384	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235
COL13A1	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235
CERT1	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307234	-2.27669479307235	1.98907875022	-2.27669479307235	-2.27669479307234	-2.27669479307235
HSPBP1	3.16353241755071	-2.27669479307235	3.14255639949816	1.44597242642686	2.01733330353267	0.361418401503223	2.8624434040858	1.36118283978164	0.983613473434022	-2.27669479307235	2.30358380034748	1.89943146472023
KLC1	5.67731562030126	5.12966778882561	5.20172178103779	4.87854194317947	5.45607347737458	5.57447625653189	5.74817717819074	5.65300517837374	5.61857357271045	5.67142343333791	5.60321197862473	5.89151931965007
SETBP1	-1.00530545602251	-1.70114737628803	-0.572266260004422	-1.12601548363907	-1.37681989443685	-0.544513439238459	0.140217853367685	-0.0702844877210384	0.266134205599248	-0.677685923710478	-0.402734807894189	-1.12624943075802
ABHD17A	4.32541559721153	4.71190359348942	4.7112984482767	4.69904435621327	4.69703358121145	5.14207119398258	4.20312028499169	4.77156601109168	4.31536420857944	3.86917996342098	4.2240519775099	4.52283397547775
RFC5	0.556614270767525	1.08992306041375	-2.27669479307235	0.0645168483638183	0.629095342417602	0.220175380023489	0.585117421830382	0.406526050788189	-2.27669479307235	1.14834630937482	1.26698564152006	-2.27669479307235
ISLR2	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235
ERAP2	5.60419827343142	-1.29084056087616	-2.27669479307235	-2.27669479307235	6.92424299556669	5.58891334551698	6.07220146073611	6.29315783026593	7.38097454297061	5.89501312775302	6.75511140490431	6.21121907691312
PCBP3	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-1.16489635151242	-2.27669479307234	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235
VWA5A	5.01796845172442	5.13383093550896	5.65977708033555	5.3216487286329	5.2715059716767	4.61638351372093	6.27492777716275	4.94465497855083	6.53344845629208	6.63970379771322	5.76079516656616	6.46867116185298
PPP1R14D	-1.71959053774857	-0.128834668225695	-0.846811811110157	-0.675644824018164	-1.07577852806984	-0.821611827639172	-0.315622261842762	-2.27669479307235	-1.22515939093057	0.276774587383127	-0.898613962747294	-2.27669479307235
LTBP3	2.99775493683202	1.65092120945095	1.40809480835558	2.71930206108758	4.41227850593641	5.31703345784806	4.32990201969359	4.9388178724453	2.2795768335537	2.1078829589408	3.89120339196576	1.89943146472023
YAP1	6.60690484141289	7.09686216380109	6.60249515421302	6.37447833744786	7.13057928234727	7.47386364160054	6.89042255188765	7.56387002184846	7.10868725422206	6.82803058707627	7.00785430197642	7.21533123185716
CCDC77	-2.27669479307235	-2.27669479307235	-2.27669479307235	2.24456414863063	-2.27669479307234	-2.27669479307235	0.264949407934579	0.406526050788189	1.98907875022	-2.27669479307235	1.89790230884505	-2.27669479307235
MLF1	3.95204986156262	4.55930618848486	4.05654438381341	2.84259608294559	3.14944758131046	3.06240912173916	4.89552172412572	4.55208200949	2.90918133856245	4.71914604037363	3.51443181450771	5.01357821282819
MYO1B	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235
STOX1	2.84988747481428	2.71812463455227	3.08427400899043	1.35422141505958	2.25191131166801	2.95505204786604	3.41362400515074	2.86673621105625	2.54882284026274	3.35860774602276	2.54025319278099	3.28869875420147
PSG8	-2.27669479307235	-0.971758340113448	-2.27669479307235	-0.187934361571477	-2.27669479307234	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235
MYB	4.26100581423544	-0.971758340113448	-0.846811811110157	3.07589945547285	-2.27669479307234	3.04156732105739	4.98438179103072	4.77811897220784	3.80032480436908	-2.27669479307235	2.30358380034748	2.67217188627783
DNAJA4	6.5967919965647	6.95230835568222	6.54603417591934	5.56616561591291	5.25134264749409	7.68681814588702	7.78755674323194	7.54670236787932	6.94854439815822	6.84073731137847	6.7118590461954	7.66965282101801
PRR20B	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235
PRR20C	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235
PRR20D	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235
PRR20E	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235
ACAA1	-0.172629433144818	0.284613779639708	1.93332272457147	-0.332924877184875	0.786840161141395	0.818802242830379	-0.726282253099076	1.13482358741143	0.509909997376766	-0.335178365074498	-0.898613962747294	-0.494433774995213
SCNN1D	1.10545522483217	1.28222691596384	1.88861310681526	1.44597242642686	1.38889199025991	2.13744783617444	1.37568304526623	1.67386873551557	2.2795768335537	1.89695640563425	2.48462530012253	0.421347718454221
APBA2	-0.529709072001092	-2.27669479307235	0.328027930518783	-2.27669479307235	-2.27669479307234	-0.312158598825616	0.846977246264306	-0.0702844877210384	0.81231891168999	0.46362481141507	-0.402734807894189	2.08206614971155
APOLD1	-2.27669479307235	2.21968343035507	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235	2.25833800289712	2.26519612137014	2.49318259281771	2.45502207194064	-2.27669479307234	2.31884812879465
SLC8A3	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235
SMARCC2	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235
SPTAN1	5.38666400260126	3.94317887079033	3.94087406115202	4.48861356734427	4.56167018813667	5.54516129630486	4.90513736751069	5.93395614784603	4.23283806476524	4.87962817428834	5.51572381558243	5.11137408283134
SRP9	6.35079909568782	6.37442372709414	6.20452727615577	6.59468842153404	6.33146363930698	6.57316538915541	6.46570039270564	5.68124855739485	6.01408792321702	6.44124105148805	6.05620990206596	6.36232987070647
HRAS	0.817711728789565	1.45188646640484	2.01878835514403	0.707780914408532	1.48412339726739	0.220175380023489	2.13300791220856	1.42937700834372	0.617911057941354	-2.27669479307235	-2.27669479307234	-2.27669479307235
ITPRID2	6.84400473530429	7.12118008508479	7.15610583969703	7.41445182179291	7.54301346787192	7.20999713863402	6.99092015804986	6.94177016482102	7.05445593043919	7.20085387364093	7.24184915175326	6.67822438611584
HAUS2	-2.27669479307235	2.39641726156487	1.64157106261007	2.50137298243608	1.61613012509767	2.42178487303312	0.140217853367685	-2.27669479307235	0.266134205599248	-2.27669479307235	-2.27669479307234	2.03852895043619
C15orf62	5.06483798108495	5.01698113990271	5.26430769190099	4.9191314807334	5.51081381682044	5.82675631134344	4.43983629307274	5.27626754527845	4.76631740934812	4.60956881775304	5.09590952328837	4.93264943298215
DYSF	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235
THAP5	5.10616435976102	5.42632774367366	5.1740451610227	5.21157602550604	5.06752235442746	5.19493673455238	4.97071003362228	5.05129568669694	5.13232014327277	4.80378223550194	4.9025190225619	5.00229120949412
LY6H	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235	1.37568304526623	-2.27669479307235	-2.27669479307235	0.276774587383127	1.45239191150366	1.79864215585251
VRK2	3.13186592194577	0.698458340698238	2.47704230096693	2.02412371027776	-2.27669479307234	-1.61624582377998	0.585117421830382	-2.27669479307235	0.983613473434022	2.07957384238003	-2.27669479307234	-1.58971291670049
NDRG4	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235
ERICH4	-1.71959053774857	-2.27669479307235	-2.27669479307235	-2.27669479307235	-1.75770442008691	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235
CSGALNACT1	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235
ZNF195	0.895204085166561	3.69532217657354	4.15421232673498	2.82561474230662	3.77588989268576	3.95814229926568	2.48041483842544	4.08688340377474	4.09011400402313	3.28613401328441	4.07193178477734	3.43018415978007
AP1M1	1.8522549054186	-2.27669479307235	-2.27669479307235	0.780080258126272	-2.27669479307234	-2.27669479307235	0.486084847712208	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	1.2302758316404
SPAG9	1.28892681385714	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307235	1.86413949984095	1.76412426517601	-2.27669479307235
CALU	5.67731562030126	6.11281006646292	5.70560460255537	5.93216296488375	5.62230373196905	5.54516129630486	5.69927435760084	5.64226971597017	5.74305736969098	5.53474096826923	5.92129807225281	5.40503933586964
CLGN	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	0.717322423424258	-2.27669479307234	0.654603841827482	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235
EPOP	0.351949039902589	0.284613779639708	0.328027930518783	1.93192432823814	0.929024522533187	0.490058144443568	0.764860650470367	0.106746104281473	2.02875453762955	1.09277389267527	0.385680681105296	-0.258929540250089
EIF4E	5.321484612119	6.05909539144703	5.87847264556499	6.35093462854354	6.06500285763709	6.41200055707619	6.05070274986358	6.2132044123433	6.03372125799203	6.25917802720748	5.26641403184724	5.93372053234951
HMGB2	2.36929306703706	2.21968343035507	3.25250031895078	1.35422141505958	2.71151716992566	1.88007865486582	3.11532847987209	2.14866003789265	2.79876961069111	2.64086385272913	2.69532005862448	3.11094716727671
PDE10A	-2.27669479307235	-2.27669479307235	2.17588304180723	-2.27669479307235	-2.27669479307234	1.31197955995381	-2.27669479307234	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235
TRPC3	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235
IPCEF1	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235
STYX	-2.27669479307235	2.47727706341553	2.89381002812548	-2.27669479307235	-2.27669479307234	-2.27669479307235	2.31714333488278	3.78242529304961	1.40138619907764	3.40497685096919	-2.27669479307234	3.81268313368241
ADAM29	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235
C14orf93	1.4516763326173	1.82579645872195	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235	1.84403660215088	1.83338832841604	1.06219225367158	-2.27669479307235	2.09651905246872	2.6140372190549
LSM5	2.36929306703706	3.05312576285238	1.40809480835558	1.20463008898778	-2.27669479307234	2.28660995305882	2.19703349238692	1.72902511728123	-0.20006599115858	2.26697824948374	1.89790230884505	1.44557897040243
CLEC2A	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235
LEF1	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307235	0.249993285681569	-0.821611827639172	-2.27669479307234	-2.27669479307235	-2.27669479307235	0.276774587383127	-2.27669479307234	-2.27669479307235
PLAC8	1.23032438057521	-0.489590829439722	1.20428008371753	0.0645168483638183	0.137311049442897	1.44490348679722	2.25833800289712	0.764286973671338	1.20756951619764	1.39801863358348	2.51270734458392	0.779705718201156
AHCYL2	4.03998103359159	4.43660890907206	4.37286201716272	4.54676081404748	4.77443185183774	4.59508584653003	4.67720262263655	5.10440839839232	3.65577126936092	4.45837058417793	3.36839759174471	3.41323890804529
ELOVL6	3.06636821565801	2.42387717660876	2.09947289285896	3.33783566928739	3.31402031993894	2.63157634148566	2.76018853267765	-2.27669479307235	1.90629567563536	2.75266442427507	2.74351403840007	-0.776027252083728
PSMB5	6.71637604852078	6.83830758480058	7.10816223002284	7.0004688933593	6.73391732105896	6.85133200857387	7.39829715478031	7.00319140420193	7.24019694141654	7.30615690617395	6.79281681699703	7.49846078681758
CCDC149	3.77885914923458	3.94317887079033	-0.142967798060833	4.44480233746893	4.22508002285936	4.32878997746038	3.01232531873639	4.32030373058833	4.29923232184465	4.18037795637741	4.2741285862946	4.4499303668165
PACRGL	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235
IFT22	3.52219339247997	3.12180595478847	3.56816670175404	3.0022454979062	3.40200934300494	3.64928482992745	4.77483884469413	4.24661487319457	3.88922686570061	4.09809763331294	3.8143152051247	4.85947464212579
DNMT1	-2.27669479307235	3.60224267258963	4.11593487083522	3.96039525138345	4.33135026483637	4.24010218410783	3.8012062524635	5.08339736711038	3.81174180661104	4.33805906745403	2.45598576953524	-2.27669479307235
GAS7	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307234	1.88286893769874	-2.27669479307235	-2.27669479307235	-2.27669479307234	1.63288413117143
LDB2	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235
RTCA	2.25635231146277	1.65092120945095	2.0596945985611	-2.27669479307235	0.995185279339149	1.62381328327138	1.26054517272536	1.93070861747817	2.49318259281771	1.72485520717258	0.119628212892164	2.6140372190549
ZNF286A	2.31392759691	2.05382558537166	2.09947289285896	1.532235622515	2.35629254641198	2.45368837240679	3.06474596035406	2.9619044842189	1.81847172034594	2.36406174646015	2.36648930353357	-2.27669479307235
BCL6	8.16657634913973	7.8196668491974	8.00736291941605	7.98216726019769	8.46369971467554	8.7168212353162	8.38071131811666	8.68795529587297	8.1908465069102	8.16405812313223	8.4743169246209	8.50515360529817
AIFM1	-0.172629433144818	-0.128834668225695	0.878162763214976	-0.675644824018164	0.710122663386998	0.490058144443568	-0.726282253099076	0.654603841827482	0.900506976227798	0.46362481141507	-0.206838846817294	-0.0565282171465766
PITPNM1	5.33197389044138	4.5089099968593	4.74930452626176	4.54676081404748	4.59938144124426	5.65558306393477	5.22986730150704	5.28088920713767	5.37096966854448	4.87139509124201	4.89720279286122	5.02477759672808
CAB39	2.54787745285238	1.65092120945095	3.59624358797018	2.92462802589691	1.48412339726739	2.45368837240679	3.88133562295272	3.67416525802871	3.72985775659694	2.36406174646015	3.06128451857685	3.66303233918482
CDKN3	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-0.544513439238459	-2.27669479307234	-2.27669479307235	-2.27669479307235	-1.12768863478595	-2.27669479307234	0.421347718454221
CBLC	1.28892681385714	1.50427803418388	0.878162763214976	1.72771106328871	2.27872313017587	1.62381328327138	1.99574530125043	1.93070861747817	2.17737083640606	0.70512028913107	0.892607910619093	1.74547780089818
PPIP5K1	-2.27669479307235	-2.27669479307235	3.16147212697452	2.90859054677336	2.63057036981631	1.37997186448711	3.60277241747596	2.37301830662325	1.46060776708513	1.99115267878592	2.36648930353357	-2.27669479307235
HEPH	-2.27669479307235	-2.27669479307235	-2.27669479307235	0.0645168483638183	-2.27669479307234	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235
CLDN5	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235
RAD51AP1	0.457907922288875	-0.489590829439722	-2.27669479307235	-0.0561938638030297	0.629095342417602	0.361418401503223	-0.147159386388751	0.535890648941714	2.06736833565533	-2.27669479307235	-0.629473166538034	-2.27669479307235
PWWP2A	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235
DMRT2	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235
CCRL2	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235
SUGT1	5.11023262706341	5.29121173537068	4.70486560861453	4.78500946828607	4.83890828108889	4.86795336413666	5.30442759839412	5.44224749093363	5.682157699675	5.71348314314952	4.8648873369414	5.7769695613849
KRBOX5	4.12285936021677	4.45668944587138	4.14473775112906	3.95259513718907	3.93604773134279	4.34589157938373	4.4198516123204	4.44084245766069	4.47467643898619	4.45286334782002	4.29044183564283	4.33766193155492
BTG3	3.22485352613223	2.6265520566227	3.75411461450799	3.36159235842291	3.36495486769322	2.88658113705261	3.74876690954936	3.78242529304961	4.29109822666484	4.01831585272944	3.59544581263025	3.46348900959731
MAMSTR	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235
TGFBR1	1.39944019297864	-2.27669479307235	-2.27669479307235	3.23869230314291	2.96365493563083	-2.27669479307235	-2.27669479307234	-2.27669479307235	2.02875453762955	-2.27669479307235	-2.27669479307234	-2.27669479307235
LILRA2	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235
TTLL6	3.08302351717642	3.55334956862001	2.50693096526182	-2.27669479307235	2.27872313017587	2.17620892037666	3.6943493616636	3.8952327911017	3.08884194685003	3.47185050457809	2.39694251500141	4.12517371914123
ERVW-1	1.03871902208317	1.39752036481587	-0.142967798060833	-0.883326850128521	0.249993285681569	0.60816071396007	0.998392690204195	1.97701271985601	1.20756951619764	1.48692687942459	0.610225002306299	1.57311087201396
MEF2A	5.752121925944	6.158479308745	6.20224550768266	6.19107348746399	5.86941439531909	5.40533203573729	5.45930773375427	6.43675020800067	6.12806956098251	6.34937929344672	6.50898523636902	6.10969322994353
STMP1	5.94212139180258	5.55608399621083	5.59515845720991	5.88376334238871	5.66103198632463	6.19559150337244	5.86856253138176	6.11568108102992	5.657059319448	5.63297900924875	5.34270627240739	5.86683825694174
ARHGEF18	-2.27669479307235	-2.27669479307235	0.456116075193731	-2.27669479307235	-2.27669479307234	1.44490348679722	0.764860650470367	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235
CATSPERE	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235	-0.985824190826442	-2.27669479307235	-2.27669479307235	-2.27669479307235	-1.22975037979098	-2.27669479307235
PLCH1	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235
NEMP1	5.04372221676801	5.43984129037844	5.47932487236329	5.85894069850122	4.97218419452232	5.61736120390448	5.86610300135688	5.61690520245812	5.22489890924722	5.79191419591394	5.19021460950736	5.68466347292467
PLCD1	3.08302351717642	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	3.76823118002076	2.71716707961959	3.64578149313409	0.81231891168999	-2.27669479307235	1.81010913631649	1.37732008747276
SUN1	7.80116001538348	7.70052607653626	7.8420676704836	7.54338239805372	7.89945600577235	8.33745350348612	8.22674799999787	8.43417023144965	8.02847516812588	8.26099451228168	7.85386251184339	8.2934369118103
ZNF385A	4.61603945566897	4.68378435659772	4.55556115011243	4.60265497575188	4.51732889856761	4.90880540165152	4.84645801804351	5.23399250976395	5.43512275735477	4.70994115136432	4.54279026259561	5.06872547689257
NSMF	-2.27669479307235	0.785710561004492	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307234	0.264408579692402	0.81231891168999	0.911928472673262	-2.27669479307234	0.278948720635871
HYOU1	5.9027909236736	6.00557681148915	5.84083025628958	5.70495612009491	5.72579245516812	5.51145389782124	1.92188417724822	6.27009855528349	6.28988806239313	4.45286334782002	6.2911964785103	5.16803042860243
RBP1	-0.529709072001092	-0.297965799825373	-0.142967798060833	0.375783537996659	-0.614598494886728	-0.312158598825616	0.998392690204195	0.264408579692402	-0.20006599115858	0.46362481141507	-0.0343904354505692	0.421347718454221
CCNQ	3.96108810304543	3.42333571527288	2.56491244138327	3.5696780801189	3.54138543241628	3.59309934631621	3.85180618440571	3.8952327911017	3.77721612078422	3.48270083669916	3.48638364500714	3.25104779340255
CRISP1	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235
MEF2C	-2.27669479307235	0.945820433667592	1.12939857036974	-2.27669479307235	-0.429614878313972	-2.27669479307235	0.379749925220327	-0.0702844877210384	0.617911057941354	-2.27669479307235	-0.402734807894189	0.120939622584691
TMEM131L	3.48507917934591	3.03543240297306	3.53953253623558	4.25490199944604	3.36495486769322	3.4100851404939	4.4725409503348	3.80826692554325	3.98310098936513	3.11537856552877	2.79014998004169	4.11472992501406
PTPN12	3.45979509116537	3.35365355325976	5.0270893465041	4.32303681794671	4.08778996496344	4.42848481231258	3.97561761690127	2.89112326849446	-0.20006599115858	4.37928781576972	3.86965027053712	3.58951423274394
