GSM5356205	GSM5356206	GSM5356207	GSM5356208	GSM5356209	GSM5356210	GSM5356217	GSM5356218	GSM5356219	GSM5356220	GSM5356221	GSM5356222
ARSB	3.19451875061179	-2.27669479307235	-2.27669479307235	3.50715020264435	3.43813588701873	1.97106620620573	2.16537584826127	-2.27669479307235	-2.27669479307235	1.86413949984095	1.93987346793648	1.79864215585251
ARSL	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235
ASL	5.35615630472484	5.14212136084572	4.91451873966677	4.77177196700265	4.91778532966869	5.4691569006161	5.93578020344744	5.62055612144503	5.2163334490546	5.43491924843462	5.37748324582508	6.13316748903679
ASPA	-2.27669479307235	-2.27669479307235	-2.27669479307235	-1.41795300005	-0.826838516380981	-0.821611827639172	-2.27669479307234	-2.27669479307235	1.67581743351596	-0.885212449061531	-0.0343904354505692	-2.27669479307235
ASS1	3.44698491239763	3.5282672699558	2.35088173027377	3.998775505808	4.16885754727524	3.84240781356648	2.90139878418328	1.97701271985601	4.45296661052797	3.14300035483517	3.98439575164545	3.02432426711052
ATM	6.84155974111919	7.23504020179681	7.28136449981622	7.27050706591654	7.12227629573426	7.05873617527345	6.85984478540572	6.95773320215806	7.30019443804489	7.22447891337748	7.36922468544901	6.78087274298104
ATP7A	6.28394045661797	6.64037567391008	6.52610389604736	6.42044354142919	6.79090556427255	6.81801621763648	6.41948126894781	6.61752717945278	6.36155346812533	6.41599060262121	6.88968989028851	6.2594226805734
ATP7B	-2.27669479307235	-2.27669479307235	-2.27669479307235	-1.7843513588034	-2.27669479307234	0.0635885869060608	1.3192624124033	2.89112326849446	-2.27669479307235	4.93202759310929	-2.27669479307234	-2.27669479307235
AVPR2	-0.529709072001092	-1.29084056087616	-0.846811811110157	-1.7843513588034	-1.75770442008691	-1.61624582377998	-0.506389638257105	-2.27669479307235	-0.623419555597659	-1.78523134001569	-2.27669479307234	-0.776027252083728
BCHE	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307235	-1.75770442008691	-2.27669479307235	-1.70890384899128	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235
BCKDHB	3.23978503159688	3.36786184028789	3.30448203082714	3.52829537616249	3.22031434406658	3.69003302937271	3.22688301768262	3.85860168879909	3.3616520409342	3.22282768266162	3.36839759174471	2.72805442449464
BLM	2.03455564088602	1.22093023013671	3.10396424677314	1.79904261285178	-2.27669479307234	2.01449481429192	0.264949407934579	1.93070861747817	2.43531009592621	1.72485520717258	-2.27669479307234	-2.27669479307235
BRCA2	2.79028133961585	2.78318070834497	3.45005353873315	3.07589945547285	2.78816248292828	3.12318667573169	3.40008682920031	3.195242370005	3.85652720774204	2.83963797345924	2.56728293783174	2.95576347535517
BTK	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307235	-1.41931846187227	-2.27669479307234	-2.27669479307235
SERPING1	3.23978503159688	3.28043417313597	1.27546598199548	1.99404055627007	2.2245917570119	2.54537237675477	4.06411430512491	-2.27669479307235	2.93028473288989	1.649822648701	2.42676616925135	2.55346124544324
C2	3.08302351717642	3.12180595478847	1.58664791725656	3.21280406902707	2.98008489989012	3.0829541154091	3.9847155990851	3.54179554133707	4.48897026082954	4.09102433090961	4.88113554373009	4.01716913193917
C3	10.9917693848399	11.8741233655136	11.3551996344848	12.366522594715	10.9153503814729	11.3946170198183	10.9014911909491	11.2255098919787	12.2573315984688	11.6281684929264	11.8346481904767	11.7684951166037
C6	5.55728883455035	4.87994626992786	6.61283993250225	3.61979108629703	4.19019855573432	4.37116978503858	8.19181977343325	6.54829383537308	6.69166766181582	8.12866025865559	7.17642544540558	8.28705621993367
C8B	-2.27669479307235	-1.29084056087616	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235
CA2	1.73068175993265	1.22093023013671	1.3433039512878	2.50137298243608	1.2869273428549	1.31197955995381	1.99574530125043	1.36118283978164	2.8439532528704	3.04391783378836	3.00308459789521	0.779705718201156
CACNA1A	-1.31868652011807	-2.27669479307235	-1.63076304324023	-1.41795300005	-1.75770442008691	-2.27669479307235	-0.315622261842762	0.106746104281473	-1.65717162906318	-0.885212449061531	-0.629473166538034	-0.494433774995213
CACNA1S	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235
CAPN3	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307235	1.65757814850655	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	0.881780657185671
CBS	-2.27669479307235	3.83483217632367	5.10243759717493	3.04688752487577	4.44223466485718	5.34281785540949	3.89104596483433	4.36451834190491	1.94828090193341	2.96873214269883	4.00431235409958	-0.776027252083728
CD36	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307234	-2.27669479307235	-0.20006599115858	-2.27669479307235	-2.27669479307234	-2.27669479307235
CD3G	-0.529709072001092	-0.710624307265894	-0.572266260004422	-0.494131820154498	-1.07577852806984	-0.821611827639172	-0.506389638257105	-1.13586056323969	-0.623419555597659	-0.190263589979407	-0.206838846817294	-0.258929540250089
CD40LG	-1.31868652011807	-2.27669479307235	-2.27669479307235	-2.27669479307235	-1.75770442008691	-1.61624582377998	-2.27669479307234	-2.27669479307235	-2.27669479307235	-2.27669479307235	-1.66026690847305	-2.27669479307235
CDK4	6.69892314979115	6.81386631107259	7.00197533216053	6.82360658944367	6.74357306398022	6.63011735525008	6.66985917685536	6.77651804392367	6.98177401330587	6.72556437310391	6.75951266024818	6.816752809326
CDKN1C	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307235	-0.429614878313972	-2.27669479307235	-2.27669479307234	-2.27669479307235	-0.027379586421629	-2.27669479307235	-2.27669479307234	-2.27669479307235
CDKN2A	-2.27669479307235	-2.27669479307235	-2.27669479307235	-0.883326850128521	-2.27669479307234	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307235	0.548694754415433	-2.27669479307234	-0.776027252083728
CETP	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235
CHRNA1	-2.27669479307235	-2.27669479307235	-2.27669479307235	-1.7843513588034	-2.27669479307234	-2.27669479307235	-1.3025293848448	-2.27669479307235	-0.893141500781982	-2.27669479307235	-2.27669479307234	-1.58971291670049
CHRNE	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307235	0.0150763609874521	-0.312158598825616	-2.27669479307234	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235
LYST	4.73146308927403	4.95715548870779	4.28933523632686	4.07260236836897	5.47648341117358	4.72494758063571	3.76997191880333	4.07628774129511	3.26529142823899	2.6978468553153	3.58225547584429	2.85896626789744
ERCC8	4.16257889576501	4.67809413802169	4.15421232673498	4.16325432396607	4.51168917208137	4.23092601321588	4.32274484250033	4.32030373058833	4.23283806476524	4.39085424366821	4.00431235409958	4.0504278590623
CLCN1	-0.747997331864295	-0.297965799825373	0.0316797022959329	-2.27669479307235	0.0150763609874521	-2.27669479307235	-2.27669479307234	-0.787343299194674	-0.893141500781982	0.373222569021295	1.33147174410199	-1.12624943075802
CLCN5	-2.27669479307235	3.68401039492218	-2.27669479307235	-2.27669479307235	1.52948103244289	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307235	3.22282768266162	-2.27669479307234	-2.27669479307235
CLCNKB	0.556614270767525	0.399724044196924	-2.27669479307235	0.375783537996659	0.859683250343646	1.62381328327138	-0.506389638257105	1.05072485064223	-0.893141500781982	0.46362481141507	1.50925220855366	-1.12624943075802
CLN3	5.07319850402349	5.42971801571421	4.55556115011243	5.42954581367265	4.63093889114821	5.53401277344009	5.30442759839412	5.82425280595958	5.87951304782787	5.33067976281016	5.55000382266092	5.17809673480248
CNGA1	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307235	-0.614598494886728	-2.27669479307235	-0.506389638257105	-2.27669479307235	-0.893141500781982	0.276774587383127	1.33147174410199	-0.258929540250089
COL1A1	3.97007007381106	3.82456674922674	3.40314301765794	3.10433945198869	4.19019855573432	3.96922105204104	3.78045867900612	3.97725305135644	4.05211224685135	5.20854717880087	3.35294704536596	4.13554245278371
COL1A2	2.10148030636841	4.16280355731713	1.74551653558843	3.47483973836462	3.12009657233204	3.06240912173916	1.19933639638681	0.106746104281473	0.81231891168999	2.7880854769456	-0.0343904354505692	0.550945510894112
COL3A1	-1.71959053774857	-2.27669479307235	0.328027930518783	-2.27669479307235	-2.27669479307234	-1.16489635151242	-0.315622261842762	-0.506851182803651	-2.27669479307235	0.276774587383127	-1.66026690847305	-1.12624943075802
COL4A3	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235
COL4A4	-2.27669479307235	-0.128834668225695	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307234	-2.27669479307235	-0.20006599115858	0.46362481141507	2.13316004909407	1.89943146472023
COL5A1	3.14778605113917	3.42333571527288	3.14255639949816	3.22580625376864	3.14944758131046	3.21911727315417	2.60364202246785	2.18856052466413	3.21458491636702	3.71208119337282	-2.27669479307234	2.6140372190549
COL7A1	6.89205409976589	5.80611310928778	6.90569403533004	6.82894216938249	7.55403008873294	7.3383736543102	5.38222479342029	6.19617867101932	6.60737452810152	6.98126011095687	6.54172128902176	7.02767700257485
COMP	-1.31868652011807	-0.128834668225695	-1.63076304324023	-0.675644824018164	-2.27669479307234	-0.821611827639172	-1.3025293848448	-2.27669479307235	-2.27669479307235	0.276774587383127	-1.22975037979098	-2.27669479307235
CP	9.63455776658041	10.3536473843374	9.13941315400174	10.5156746178104	9.4581557604169	9.51527691688739	10.4420428785575	9.20695941546308	10.7657252930242	10.2843029984141	9.5563123939417	9.72993171031027
CPOX	4.52754686752391	4.86499798385047	4.71770273180202	4.88675172235567	4.74107983492927	5.24593337296576	4.91944172362597	4.95046856301491	4.754533719301	4.79510340062584	4.5013457249055	4.19623701516294
CPT2	5.96925234478217	5.83963329688287	5.84668570602205	5.87140540629852	5.84270982165098	6.18375097466626	6.24305712440199	6.54253195643355	6.10505460510907	6.32697590777798	6.11921196222494	6.22827414843215
CST3	8.43779841064851	8.4770690951092	8.36086197318206	8.36003862595811	8.56519815160662	8.45294213074892	8.20550363413952	8.46241738449295	8.1582370246704	8.23275198669403	8.48232727978887	8.25947083247243
CSTB	8.64408084243579	8.42663377208504	8.1390465866295	8.75956357534182	8.49404818765421	8.34225498253572	9.10163673889854	8.81048675821626	9.43858680676853	8.98020971493779	8.77711931053357	9.45903399031295
CYBA	6.19096571687332	6.24184482829778	6.51143423457918	6.80748042116993	5.85612389597772	6.50628651468547	6.89646109627939	6.00830005955054	6.86744023265872	6.06528468557088	5.71015612118786	6.99388339867805
CYP17A1	-1.00530545602251	-0.710624307265894	-0.846811811110157	-0.883326850128521	-1.37681989443685	0.361418401503223	0.486084847712208	-0.0702844877210384	-0.396269228938912	0.173413912666085	-0.402734807894189	-0.494433774995213
CYP19A1	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235
CYP1B1	6.40975318343476	6.32248007952374	6.13684522431408	6.81395253512467	6.28758512830859	6.47164735071606	5.00241156669135	6.5386778795386	5.55545703264849	6.02131141376118	6.1597349677613	5.70220876520625
CYP2D6	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	0.220175380023489	-2.27669479307234	-2.27669479307235	-2.27669479307235	0.629026556870225	-2.27669479307234	0.550945510894112
DDB2	5.86957615490922	5.66365500993308	5.88702162502934	5.27549909237755	5.82007209015572	5.51901278469863	6.20658343022446	6.12855870137309	5.90372151538267	6.13915318013628	5.94982224471465	6.49709398603713
DLD	8.31098385203946	8.38182918567126	8.36494781563856	8.42595521247836	8.17035911247462	8.33156324464716	8.24532021212343	8.45220956857975	8.37142747124644	8.65465588284079	8.26479912286231	8.24637502850483
DMD	-2.27669479307235	4.0789217232111	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235
DPYD	7.81866925922557	7.85413935656237	7.86604930316206	7.7526902564516	8.0669609854887	7.9195135827863	7.63049578908309	7.59389481184603	7.97933070022802	7.83626892078726	8.01959831898845	7.60303286348676
SLC26A3	-2.27669479307235	-2.27669479307235	-2.27669479307235	-1.7843513588034	-1.75770442008691	-2.27669479307235	-1.70890384899128	-1.13586056323969	-1.22515939093057	-1.41931846187227	-2.27669479307234	-1.58971291670049
SLC26A2	7.46073059019892	7.46969343340885	7.93706411597597	8.07938766807748	8.55495244616426	8.28909149784257	6.47541474504895	7.05807109939101	6.63816219912186	7.03292585023972	7.40992330864701	6.57153279581677
TOR1A	6.17745763031999	6.12540937321581	6.34766359473308	6.1976878872439	6.21482677085371	6.01493197238906	6.14907214021249	6.00271535059573	6.34985373266663	6.2528536238261	6.16195321616608	6.19395997145855
EDNRB	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307235	-2.27669479307235	-1.22975037979098	-1.12624943075802
TAFAZZIN	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307235	0.373222569021295	-2.27669479307234	-2.27669479307235
EMD	5.30737921100594	5.50878239772159	5.29888865734084	5.5403775891163	5.10545928002874	5.83283437750326	5.36142001230317	5.42981609027991	5.03825865630927	5.27246950969926	5.23304346577106	5.44727091969361
ENG	0.556614270767525	1.74100688584237	2.01878835514403	1.89983362549644	1.17720438570869	2.54537237675477	1.13541523170907	2.56713601420412	2.34390107380743	2.135647256637	1.50925220855366	2.58406714238907
EPB42	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235
EPHX1	3.01521659756787	2.12247325000508	2.50693096526182	-2.27669479307235	2.40578125590377	3.91295640818311	3.81146921141201	4.09740181497874	1.94828090193341	2.31633647575208	2.69532005862448	3.57435010953258
EPOR	2.39619889053476	2.6265520566227	2.62065341479175	2.50137298243608	2.5225494948208	2.95505204786604	3.64928738831924	3.47882675120756	3.10749025588268	3.01431207136685	2.74351403840007	3.648625378215
ERCC3	6.79556349914815	6.66791052253809	6.92381034253759	6.64274332841513	6.62320662335633	6.61256017547689	7.11832424041282	6.90182259777225	6.83563607110642	7.15749799051038	6.90168602772868	7.13879701214092
ERCC5	7.34811301273899	7.27045047494743	7.43404073426817	7.01645763386158	7.27073055896562	7.28617214220577	7.12451132269981	7.30380196379437	7.41412258556342	7.2658958562184	7.19712325161515	7.45047336971031
ERCC6	3.7161787027149	5.65788468145824	5.71203415528753	5.3216487286329	5.31100640030041	5.5302773719535	5.32963925037628	4.88519312073003	0.983613473434022	4.77758751474581	4.69146944914572	5.06872547689257
ESR1	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235
ETFA	7.39305191904463	7.33425030881664	7.51899793151706	7.25632006416876	7.16601673729402	7.25142623744127	7.07105550704195	7.52932796102162	7.342134331614	7.59761080334349	7.32635596704187	7.12585377252626
EXT1	5.32848593119723	5.12130528074859	4.91451873966677	5.13093101623156	4.94733164606069	5.6032073923996	5.84876787541586	5.77923121688688	5.86588627406931	5.47350631603124	4.95974001840493	5.90370329813981
F11	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235
F13A1	-2.27669479307235	-1.70114737628803	-2.27669479307235	-1.12601548363907	-1.75770442008691	-1.16489635151242	-2.27669479307234	-2.27669479307235	-2.27669479307235	-1.78523134001569	-1.66026690847305	-2.27669479307235
F5	3.80920687153491	4.20298373601294	3.92988377880562	3.36159235842291	3.59570620919902	3.50449235086408	5.7614721969746	4.88519312073003	4.40854159246043	6.43147387835027	3.8477702669435	6.047908437933
F7	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235
F8	2.79028133961585	3.76139128432013	3.480500684145	2.68204927429897	3.35238882270472	3.23756101943018	4.37903206874575	3.74277366168054	3.08884194685003	3.90188370161893	3.67215136734384	3.91252928209636
F9	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235
FABP2	-1.00530545602251	-0.297965799825373	-0.142967798060833	0.375783537996659	0.137311049442897	-0.312158598825616	0.264949407934579	0.535890648941714	0.718387146618874	0.373222569021295	0.258778735121993	0.779705718201156
FANCA	2.98007933681157	2.64999585491395	-2.27669479307235	2.97169776061278	2.2245917570119	3.06240912173916	3.55470761599487	2.98474700383929	3.61725068385301	3.59696034119612	2.02032125842183	3.41323890804529
FANCC	3.73737621430201	3.80381413220581	3.77882510018136	3.80446153082509	4.14719610689858	4.05491541919518	3.41362400515074	4.08688340377474	3.39239318919609	3.11537856552877	3.9124392547201	3.28869875420147
FAH	3.01521659756787	2.84542932317145	2.80035474412358	3.06146641601027	0.137311049442897	2.01449481429192	3.25723315041455	2.30203950572664	2.9715874192347	1.25345419230558	3.18859541079543	2.28198586545984
FBN1	1.89060454842859	2.45082417370896	2.67432061635035	2.16579291496289	3.02828110211375	3.44224554342455	2.22801135008935	2.47333956970683	2.06736833565533	2.31633647575208	2.54025319278099	2.28198586545984
MS4A2	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235
FECH	1.81285795131449	1.94431156146441	3.94087406115202	2.21878201208336	3.35238882270472	0.0635885869060608	3.19588066041323	-2.27669479307235	3.33024156803499	2.135647256637	2.79014998004169	-2.27669479307235
FGFR2	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235
FGFR3	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	3.13181394399288
FH	7.95497881367253	8.05574251554369	8.32250905837084	8.03298391599895	7.89999577298607	7.94147798580182	7.8794441888133	8.03318157158409	7.94604410573822	8.2068112904677	8.09060273249864	7.81623759950919
FXN	3.77885914923458	3.68401039492218	3.75411461450799	3.75149925193781	4.03372400444237	4.18414872505154	3.8216596777184	3.87091568936198	3.34603228671522	3.74850014265743	3.93336706347156	3.77338433921717
FSHR	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307234	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235
FTL	10.5716724664988	10.1469912348738	10.2655524005726	10.063024011095	10.3835687418529	10.4177190462813	10.3200924870626	10.3442985186535	10.3689427937292	10.2916486806297	10.8588166511611	10.6459956143369
FUCA1	6.07085882175643	6.27803123417068	6.10055035505606	6.11449366838632	6.49044318751139	6.86918511874959	6.05286709496107	6.55403279385689	6.30612418596055	6.07786175158818	6.57705947647825	6.15880971312391
FUT1	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307235	-2.27669479307234	-2.27669479307235	0.846977246264306	-2.27669479307235	-2.27669479307235	-2.27669479307235	1.89790230884505	-2.27669479307235
