control 1	control 2	control 3	control 4	control 5	control 6	IL-17+TNFa 1	IL-17+TNFa 2	IL-17+TNFa 3	IL-17+TNFa 4	IL-17+TNFa 5	IL-17+TNFa 6
PIGQ	5.599300191064	5.41037757105964	5.36893622811135	5.05317224834221	5.44779374880722	6.06486362400606	5.78162660579891	5.31923847583467	6.11354788032618	5.71962679389402	5.73377285709855	5.37439289071825
PIGR	11.1918504459274	11.4068777288591	11.2390848915621	11.4690601785138	11.2071484101207	11.2982627363191	12.0193761972464	11.7711768699065	11.8722899939855	12.326223854256	12.2458910781213	12.4113187212273
PIGS	6.1358014784662	6.04307611056441	6.12186202130781	6.19093937271951	6.09497623465919	6.20450588073048	5.86156107550867	5.77905929856164	6.27670300201114	6.43231280908007	6.34608721122692	5.9374417640442
PIGT	6.97242945994736	6.95119532205731	7.07343098595309	6.87414372788329	6.94016068964779	7.13522115129946	6.97924832177355	6.95385219320308	7.52305308251523	7.4503574500031	7.31281098166851	6.92060086441646
PIGU	5.41963309933911	5.50733719951987	5.73443803720615	5.3784121865614	5.29698844576449	5.59830385698743	5.74284906321371	5.61308820382033	5.84134151906292	5.40237205746618	5.40128626618791	5.97952526800938
PIGV	5.44095106341862	5.5206715599131	5.66638320085177	5.35248781948698	5.45836169237196	5.63168246342717	5.95625505267711	6.13751019152147	6.19436380665563	6.02076112660586	5.95093783163553	6.3689239507631
PIGW	3.18438525065294	3.19579727614227	3.17211552504713	3.39005421411928	3.41977225785537	3.4904408554397	2.85693379903432	3.24735369645138	3.68127677641458	3.52186218937623	2.99125015542744	3.34194029735458
PIGX	4.45614435358889	4.11339345966148	4.22388499388428	4.16518243789213	4.25537731169152	4.52821782354916	4.31386484230328	4.34609103556972	4.31267972817217	4.16552023195864	4.08965631390815	4.47135410952792
PIGY	6.34043852963391	6.60548211472469	6.55077062326325	6.28256836074816	6.36493587912742	6.36940246326015	6.22574529526257	6.40280404227578	6.02241148016719	5.78688568736479	5.96712577983109	6.35566971779743
PIGZ	-3.15400561093548	1.33674823982096	1.10093156808998	1.52506486111143	0.94914159812598	1.62709303238219	1.25201745220004	-3.15400561093548	0.569190139621389	1.99963068281628	2.24184142296307	0.699554065506157
PIH1D1	6.19745258977188	6.09620993881009	6.32596790478251	5.88339162647068	6.01252075440564	6.11588015647239	6.23922291295787	6.17801042630292	6.2974316977073	6.07313939063136	6.19462279270066	6.13449432696762
PIH1D2	2.2815983973394	2.90176990017584	2.48008504111498	1.19241936317968	2.58384078419023	3.26438243066818	2.68576973504862	2.53765510472426	2.6371625808421	0.957058269737683	2.52360831860291	2.13598697172491
PIK3AP1	-3.15400561093548	-0.15726790405105	2.03823591847093	1.0619904896351	0.174402903847448	0.544862290899498	-3.15400561093548	1.80043471859876	2.48484189994877	3.84814046464342	2.06800582828447	1.15618058624483
PIK3C2A	5.70720751883591	5.32825994449576	5.74767208007436	6.0667621341567	5.75118264201849	5.97344197259927	5.53159297587808	6.69118524253043	5.4795788896953	5.55574599016956	5.6012235042094	5.40216359906884
PIK3C2B	2.11797484898333	4.27947887534814	1.70768340615052	3.23976790326884	-1.03884723767242	-3.15400561093548	3.02915344901333	3.0630545407076	2.16211953044071	3.04063761650618	3.53640115782389	-1.92407130052709
PIK3C2G	-3.15400561093548	-3.15400561093548	-3.15400561093548	-0.978698860935522	-2.1889732147773	0.678632494180201	0.700685021914527	1.3109740255552	0.685588862078454	-0.0444055378240755	-0.747614731535787	2.15243195137426
PIK3C3	5.96438116174684	6.09620993881009	6.18854036681272	5.96891665942105	5.90589058079831	5.93384965625255	6.02849185508183	6.19066203117912	6.0071123775911	5.71806114103281	5.88692658354481	6.26026408553374
PIK3CA	4.24760649648371	4.65606323691373	4.3825811218197	4.60065140158658	4.36428212364199	4.84874040053377	4.17403876328643	4.5336919371316	3.91384564652752	3.65219156715945	3.91579740982035	4.2019016170261
PIK3CB	1.50324770664646	1.9232957581313	2.13349339549817	1.91339930029388	2.04386079681905	2.44032027534208	1.96150290038888	1.92680457161985	1.34673983042657	2.34623271767265	1.84897275888354	1.21998534180384
PIK3CD	-3.15400561093548	-3.15400561093548	-3.15400561093548	-2.62833536174735	0.734061218518219	0.858564290893063	-2.18173480246917	-0.0323189178351572	-3.15400561093547	-3.15400561093548	1.78297661095243	-0.956087312047762
PIK3CG	-2.13167222902314	-1.27220089341246	-3.15400561093548	-2.62833536174735	-2.1889732147773	-1.33706370224473	-1.86541708036361	-2.29725687659454	-3.15400561093547	-3.15400561093548	-3.15400561093548	-0.698458671354633
PIK3IP1	6.32070997489863	6.44988507814545	6.33726743424707	6.12815050888458	6.4963757196447	6.80208260878836	6.56813474315045	6.64399540331809	6.92601339368863	6.62591649620378	6.72274617637206	6.53569571850072
PIK3R1	7.04573314490372	7.24773699461256	7.55044546833075	6.95561772050751	7.42852855527778	7.81458749872788	5.98361546327318	6.14310035608356	6.41485990188183	6.06330809281939	6.39753089735004	6.63996516185178
PIK3R2	5.07007924588151	5.00950357021237	4.38742071424364	4.65539556136235	4.82803190846757	5.50682355752799	4.57161182655398	3.9592828921156	5.33779664256343	4.83095989415262	4.9585467609406	4.29371936396284
PIK3R3	7.96377258633569	8.09443202365903	8.10697208773945	7.97662428277204	8.25550127152736	8.32744492260879	7.69766410655691	7.50022917789918	7.59923252800567	7.77492662988706	7.8402728943241	7.97990292065
PIK3R4	6.03235048335995	6.13759882659092	6.27334188900378	6.00708319998292	6.17297276984724	6.32800361467184	5.9897620329743	6.13470696539864	6.08601225144854	6.07068783989213	6.14294219837932	6.28191344214543
PIK3R5	-1.80531864739993	-1.49943887225797	-1.98551670049643	-1.6901692514204	-2.1889732147773	-1.33706370224473	-1.86541708036361	-1.76339015861649	-0.570572902978529	-2.14141950301772	-2.59041744995853	-0.381956673166586
PIK3R6	-3.15400561093548	-3.15400561093548	-3.15400561093548	-3.15400561093547	-3.15400561093547	-3.15400561093548	-3.15400561093548	-3.15400561093548	-3.15400561093547	-3.15400561093548	-3.15400561093548	-3.15400561093547
PIKFYVE	5.36593149580509	5.539509361425	5.74767208007436	5.73075469051158	5.89555882588015	5.87757284990713	5.34089162941523	5.56114117540806	5.17059365320316	5.7070537367514	5.63279039481102	5.65535734928744
PILRA	-0.0273611928978974	-2.10149014703922	-1.11157015211956	-0.978698860935522	-0.627802359093426	-1.62168779485354	-0.74023063144425	-0.601698582323922	-2.07696909509392	-0.964549375078455	0.371398099673889	-0.290206987707878
PILRB	3.33276234717258	2.33912511366505	2.11026216315504	2.18812956737624	3.13362728393553	2.53156211473788	3.19154763004236	2.40745172884	2.33248584954617	2.3783062031983	2.60225426307709	2.27765000710853
PIM1	3.82070017650386	3.32301979724967	3.26970324616843	3.29162242101687	3.7415552783175	4.04913157596949	3.58492279310085	3.57967180347483	4.16509580819188	4.24594749572252	4.35867464538753	3.49807453665978
PIM2	4.39390589836956	4.04648567484001	3.9957114328313	3.40358329232033	3.79255911540215	4.75718791700296	5.04284522061692	4.80687369909164	5.59570676452331	5.18612930019408	4.82006938436578	5.04068817689354
PIM3	5.58892029211391	5.78974137035093	5.67828010182426	5.80527342462314	5.72370467707038	6.39514180600547	6.57714353331073	6.38953933900496	7.09010873487281	6.6474624527808	6.81850753991149	5.99556518593272
PIMREG	0.587398626554116	0.749404942837263	1.73831315791975	0.716622404545905	-0.308275151159853	-0.0547092499364526	1.1503274057278	-0.816362251889659	0.628563084751025	-0.811992113169663	-0.123827220454726	-2.23025394200085
PIN1	5.13572955831846	5.20388322230521	5.33426646659455	4.90409303051759	4.9478695793844	5.4139517704861	5.18462495889251	5.09532712587497	5.34887216113524	5.02071738005519	5.10977925997231	4.97054503245185
PIN4	4.48628483417449	4.23394438292587	4.41612221740678	4.35122255085487	4.4194095444354	4.31362161811085	4.70311883599278	4.26637600391692	4.91145025151625	4.31799858233519	4.55598831345272	4.5228580145719
PINK1	6.7629490058758	6.74348437465934	6.74144558386735	6.71708884197316	6.58985360230099	6.86044165799881	6.30970662523017	6.38482840730501	6.83205584793653	6.71573649428669	6.62017371114765	6.19726400668873
PINLYP	4.12365028809671	3.76207639626008	3.95064424348247	2.59424812421639	2.62194213709588	3.16529146420238	3.59140452058173	3.02319111467498	2.9596621570174	1.59804028280405	1.9120815126664	2.95817732910579
PINX1	2.68394981334004	2.67522096855567	2.95458150881563	2.90129273347264	2.71888457389289	3.08322157880933	3.41992587972712	3.60149269930586	3.76303686295459	2.84794322649982	3.13044218591831	3.33475302459985
PIP	5.22557589080387	7.00436949502821	5.97044006733534	7.24863992076941	5.5648881857921	3.15384918100417	6.1930889457037	7.76601568072242	7.00164734734588	7.52791408800862	6.19779217702508	5.30988249740469
PIP4K2A	3.55522647026161	3.28780071937758	3.30081872837582	3.39005421411928	3.58961666419582	3.87191961253108	3.6669954247476	3.39209536557198	3.66009168421447	3.26307934822114	3.7757728327723	3.46554039357875
PIP4K2B	4.06494424783859	4.33660329515021	4.61903048786747	4.40602264069767	4.33016536098352	4.29290666541487	3.79043862530874	4.30012746124154	4.37468309597564	4.77182059459095	4.77833730678857	4.09110083009475
PIP4K2C	5.96571892354449	5.85134764062028	5.51981260860853	5.7860333539326	5.82653628002897	6.14795480565768	5.65430125551035	5.65803288180159	6.15704428681995	6.16793445642118	5.91415802768419	5.50659265999756
PIP4P1	5.73100340254068	5.40216714546304	5.53733713326165	5.32253245531108	5.35846253602335	5.49099656997673	5.59586404840572	5.41476694006857	5.64326426792452	5.55574599016956	5.61867070409818	5.63502160213352
PIP4P2	1.56103316077798	1.46840642386151	1.76830610815739	1.02745377129315	1.79978956149129	2.1719456731081	0.379705825836761	1.3109740255552	1.66298322147216	0.62410356757801	1.17638203814828	1.25085981215492
PIP5K1A	5.80610968741668	5.9031761802961	6.11312370955189	5.99260908528116	5.93140082500446	6.02773394191275	5.84402589242167	5.93757424317777	6.1367386436337	6.35080321634003	6.22704210083626	6.03932977178473
PIP5K1B	1.6700921732879	2.59104381733867	-3.15400561093548	1.3683083039299	1.47841872746437	2.19445826947977	-3.15400561093548	2.53765510472426	1.60503853995225	2.1558227302004	0.73938316710787	2.70303411884432
PIP5K1C	4.59401488364131	4.73989389094175	4.49895195547827	4.50033411613253	4.67937537042447	5.36765174770448	4.26198946278804	3.88560831837063	4.57661719448178	4.65557990907997	4.86329196356753	3.87525486919718
PIP5KL1	0.587398626554116	0.464057164236258	1.3192581500682	0.627193023059435	0.587719757179482	1.59360683063419	0.549103738326966	0.214197582667972	1.158141584757	-0.432330204364472	0.246369652955636	0.227131224472802
PIPOX	-0.532010594522253	-0.365781950258505	-3.15400561093548	-0.609118530105311	0.0307368635267177	-3.15400561093548	-3.15400561093548	-0.705041524439894	-0.325508237313836	-1.13516738657939	0.540708775726303	-0.479939949807163
PIR	5.5286470571606	5.39597851629302	5.12418748777394	5.13249847910695	5.0233567609965	5.44244638027638	5.68493030004225	5.73778342904498	5.40937117579505	4.97949218125608	5.0123399852802	5.74889673492824
PIRT	-3.15400561093548	-3.15400561093548	-3.15400561093548	-2.62833536174735	-3.15400561093547	-3.15400561093548	-2.58746989355282	-3.15400561093548	-3.15400561093547	-2.56064018328506	-3.15400561093548	-2.61942497858341
PISD	4.72933384302903	4.5147090959042	4.7637719349636	4.86306174325955	4.58608540045786	5.00018090318981	5.78728380160874	5.64758293736965	6.25802408932864	6.31292873117633	6.05130038790006	6.04264192388551
PITHD1	4.88450293012019	5.06776347273428	4.81136543863855	4.8005190915817	4.98245043323403	5.30954050271207	4.85898351376223	5.04843570762154	5.10155228931643	4.78384398565701	4.99544053631042	4.88947738214467
PITPNA	6.6501585224826	6.29664916444698	6.0865866497277	6.36613477244049	6.20470253795723	6.51960070222352	6.54160287984211	6.09487891100232	6.68947624198732	6.84041948850648	6.45957862181352	6.1519788918943
PITPNB	5.98695611089317	6.03646042863418	6.22143613604414	6.21223736935201	6.24899836361833	6.1905745668527	6.22678651697232	6.38325467209686	6.52929879153148	6.5040216557906	6.42032143274483	6.3967991191242
PITPNC1	1.77148324093669	2.21337831388446	2.24434909194511	2.391920534282	1.50584690130166	2.44032027534208	3.43441968374232	3.07089673299191	3.8277999894572	4.0458114736394	3.49577678160757	2.81056356087372
PITPNM1	5.20079597643067	5.52634877230835	5.56109096618268	5.59288547843504	4.96773144590591	6.40964641469965	5.80412349421048	4.51081270081883	5.98740316649931	5.72431358367872	5.85783613356819	4.87468618427944
PITPNM2	0.471640906847929	0.399530788642327	-3.15400561093548	-1.12642134260702	0.366187915334815	-0.0547092499364526	0.549103738326966	0.269764874498496	0.685588862078454	0.676636802503871	0.310237872015737	-0.203944963616315
PITPNM3	6.46011885876925	6.24937526465782	5.7848281308624	5.86027442693862	5.84141512601846	6.8130357820893	5.54166911998748	5.13887827575909	5.40513295246596	5.53455458049257	5.4463971484853	5.20736305100925
PITRM1	6.1154551877568	6.21111330485268	6.38765186823908	6.28804947191809	5.79631017427852	6.47547071509115	6.33019731382479	6.29142884267718	7.02393092107982	6.96511270505455	6.07562400747843	6.0807320906001
PITX1	4.63495100485272	4.71027290874997	4.34326858220165	4.29425843554531	4.65814106683965	5.39706624896754	4.80702132307207	4.32984306247776	4.25261694649638	4.89332999714763	4.94854696860293	3.7989657831401
PITX2	-3.15400561093548	-3.15400561093548	-3.15400561093548	-3.15400561093547	-3.15400561093547	-2.44839575428493	-2.18173480246917	-3.15400561093548	-3.15400561093547	-3.15400561093548	-3.15400561093548	-2.61942497858341
PITX3	-3.15400561093548	-3.15400561093548	-3.15400561093548	-3.15400561093547	-3.15400561093547	-3.15400561093548	-2.58746989355282	-3.15400561093548	-3.15400561093547	-2.14141950301772	-3.15400561093548	-3.15400561093547
PIWIL1	-3.15400561093548	-3.15400561093548	-3.15400561093548	-3.15400561093547	-3.15400561093547	-3.15400561093548	-3.15400561093548	-3.15400561093548	-3.15400561093547	-3.15400561093548	-3.15400561093548	-3.15400561093547
PIWIL2	-0.415971005755658	-1.07593229780528	-1.63212964682836	-1.94062304480294	-1.39686781106379	-1.62168779485354	-0.87670370631758	-0.505266040036655	-1.46721553688449	-1.55228591563302	-1.87078230047805	-3.15400561093547
PIWIL3	-2.13167222902314	-2.5338212663461	-2.4545599573671	-3.15400561093547	-1.6158574932961	-3.15400561093548	-2.18173480246917	-2.29725687659454	-2.51723111717014	-3.15400561093548	-2.18618705788234	-2.61942497858341
PIWIL4	0.278474751351644	0.987526807334293	0.530109942314511	0.672600543362135	0.535443621540264	-0.414696426718253	-0.500809276462507	-0.329819429256069	-1.03994045230496	0.453948189877505	-0.30336096106479	-0.122551036181102
PJA1	4.86742737859707	5.05210629969361	5.15289290752655	5.43055689384551	4.68238348916573	4.34917213668313	4.68807743902346	4.97928368878757	4.90845898321554	5.08286224372704	5.14304338553475	5.06042950974142
PJA2	7.72279123418538	7.99079256576497	7.89478851441248	7.9618397466825	7.84769185652885	7.7609183144155	7.63512158084612	8.08344024534728	7.56021682513148	7.66992057320593	7.79808574580308	7.98392859726638
PJVK	-1.12063386212158	-2.10149014703922	-3.15400561093548	-1.12642134260702	-3.15400561093547	-1.62168779485354	-3.15400561093548	-2.0057685901684	-3.15400561093547	-3.15400561093548	-1.20255104250555	-3.15400561093547
PKD1	2.96648944060677	3.79380451068391	1.3192581500682	2.04007281830222	3.98025361074943	5.08094082708492	3.62969499510024	2.47992400865336	2.547712807437	2.80138770597189	4.00534424155862	2.58683995960853
PKD1L1	-3.15400561093548	-3.15400561093548	-3.15400561093548	-3.15400561093547	-3.15400561093547	-3.15400561093548	-3.15400561093548	-3.15400561093548	-3.15400561093547	-3.15400561093548	-3.15400561093548	-3.15400561093547
PKD1L2	-1.53934144092778	-1.27220089341246	-1.34849735429771	-1.4768306262907	-1.20678006468695	-1.62168779485354	-2.18173480246917	-2.66294651762884	-2.07696909509392	-3.15400561093548	-3.15400561093548	-3.15400561093547
PKD1L3	-3.15400561093548	-3.15400561093548	-3.15400561093548	-3.15400561093547	-3.15400561093547	-3.15400561093548	-3.15400561093548	-3.15400561093548	-3.15400561093547	-0.964549375078455	-3.15400561093548	-3.15400561093547
PKD2	0.410081793285458	1.82844406837837	3.05533160746013	2.89172415513261	2.58384078419023	2.72953503735489	-0.74023063144425	0.564551982103131	2.07942367682116	2.65196563309189	2.33690215609784	-0.122551036181102
PKD2L1	-3.15400561093548	-0.748946519292747	-1.11157015211956	-3.15400561093547	-3.15400561093547	-1.09944551790433	-3.15400561093548	-3.15400561093548	-0.116089777243609	-3.15400561093548	-3.15400561093548	-1.67163015057421
PKD2L2	-2.13167222902314	-3.15400561093548	-3.15400561093548	-3.15400561093547	-3.15400561093547	-2.44839575428493	-2.58746989355282	-1.76339015861649	-3.15400561093547	-2.14141950301772	-3.15400561093548	-3.15400561093547
PKDCC	0.345778451733501	0.800277487451147	1.2358490656315	1.19241936317968	1.06430951822032	0.233151291027004	-0.29552312180551	-1.06864549574842	1.1172719574478	0.823650144971373	1.14169378647461	0.0276342443391665
PKDREJ	-0.115146189302156	-0.365781950258505	-0.571197783144152	-0.844707127618974	-0.128834118681905	0.143431568666234	-0.615559019337682	-0.705041524439894	0.893512924409228	-0.674035337136155	-1.03445577220333	-0.122551036181102
PKHD1	-3.15400561093548	-3.15400561093548	-2.4545599573671	-2.24388355770001	-1.39686781106379	-1.33706370224473	-1.60613508077251	-2.66294651762884	-3.15400561093547	-3.15400561093548	-2.18618705788234	-2.61942497858341
PKHD1L1	-3.15400561093548	-3.15400561093548	-3.15400561093548	-3.15400561093547	-1.6158574932961	-3.15400561093548	-3.15400561093548	-3.15400561093548	-3.15400561093547	-3.15400561093548	-3.15400561093548	-3.15400561093547
PKIA	-3.15400561093548	1.67333837390777	2.32728201061894	2.23428754443186	2.0624523404657	3.25370249242264	1.76908415478835	1.11251350446996	2.56301157195338	2.13719877432434	1.21025578887938	2.01530372972811
PKIB	3.10890315376739	2.40634725625509	1.90957484658098	1.28304265493085	0.908614478605826	2.95723570011163	4.09413469148238	2.90533139469429	3.57963768737624	1.36180611865542	1.24335241272098	4.46478489061226
PKIG	5.91814305788961	5.80383394127083	5.81208035459688	5.11615684551592	5.30090827933519	5.89657674897538	5.50780463068936	5.48688168782956	5.49162145077448	4.83674264592134	5.11649372563183	5.70636984705427
PKLR	-3.15400561093548	-3.15400561093548	-3.15400561093548	-3.15400561093547	-3.15400561093547	-1.97661856553436	-3.15400561093548	-2.66294651762884	-3.15400561093547	-3.15400561093548	-2.59041744995853	-3.15400561093547
PKM	8.76375316684247	8.45644556986955	8.58729685431064	8.49676413365694	8.57489726746986	8.72787982128635	8.27760130991579	8.24595738902598	9.14349404203106	8.91868705692056	8.94691784312931	8.26743287165908
PKMYT1	-0.415971005755658	-3.15400561093548	-3.15400561093548	-1.4768306262907	-3.15400561093547	-3.15400561093548	-3.15400561093548	-3.15400561093548	-3.15400561093547	-3.15400561093548	-3.15400561093548	-3.15400561093547
PKN1	5.13572955831846	5.17526031358306	4.77119698678286	4.69993748186628	4.81164059343353	5.58345431402358	5.2638589453555	4.55061635738465	5.74737466174902	4.80759427180142	5.2261031343504	4.97286176104014
PKN2	6.40891433092796	6.62677870127794	6.80883454988556	6.68143572255753	6.82374594935211	6.74698574264573	6.43211573673157	6.75037231065468	6.30085770839665	6.7290119725163	6.6983381687766	6.77154371935548
PKN3	1.44305080037041	1.22946701518559	0.530109942314511	0.261651556976017	1.47841872746437	2.42135843064103	-3.15400561093548	1.53160113993369	2.10054625950143	0.99892024668953	1.06971019144263	0.163648761064184
PKNOX1	4.988193448099	4.93178056916295	5.2168251602644	4.8208292501077	5.07233748583563	5.18015722524572	5.06164039278805	4.78796728816839	5.19780101377667	5.02071738005519	4.99057553846172	5.16948594581703
PKP1	5.45244762618817	5.49000991000208	5.63823619633	5.30100665092512	5.90460315052906	6.0214516838691	5.04284522061692	4.72971438323746	6.38073193328339	5.64083867178338	5.86050509243129	4.36247873814928
PKP2	5.59757538581698	6.06013623720864	5.58446002134166	5.87855553536564	5.79769791409642	5.65215861382259	4.7385909766135	5.16292479069259	4.94102669247085	5.67190194060803	5.34522263608121	4.6700371438693
PKP3	5.65509192598341	5.48029294851005	5.5675019776505	5.47768807833258	5.55014328516311	5.85124829626483	5.89075892545968	5.58324200670991	6.39255470551274	6.09622367336554	6.20725876695408	5.37439289071825
PKP4	5.05758699264764	5.3195671769267	5.47504672686469	4.96238933542013	4.25941168961793	5.22458679103927	5.24548247513186	5.61711071659389	5.35986330070781	5.67028359968135	4.94100137409694	5.47914973252388
PLA1A	1.84310817391218	1.72691463170942	0.530109942314511	-0.609118530105311	1.30190428044434	0.967149206795921	2.67360314883595	1.36300032117422	-0.325508237313836	0.512924818622012	1.51132825975693	2.08549648297948
PLA2G10	3.74792532217995	3.35739955561691	3.48367927910648	2.52165946770684	2.90550990967853	2.71403623771015	2.89934437588368	2.23670000717823	2.76172667592389	1.6775250116925	1.64117254345693	2.81056356087372
PLA2G12A	4.65499156547655	4.75930864677561	4.95846138091357	5.02281114569282	4.97756077064608	4.81281353907991	4.71504005355046	4.98552043582378	4.90546149996323	4.99250204999237	5.02190867188947	5.01843180716439
PLA2G12B	-3.15400561093548	-3.15400561093548	-3.15400561093548	-3.15400561093547	-3.15400561093547	-3.15400561093548	-2.58746989355282	-2.29725687659454	-3.15400561093547	-3.15400561093548	-3.15400561093548	-3.15400561093547
PLA2G15	3.03945285659356	3.34888111780422	3.5105454062223	2.97563908985948	2.76501761984053	3.19908368131553	3.34518877944809	2.34414672847373	3.8277999894572	2.90410136183488	3.20793605825042	3.03113475003189
PLA2G1B	-1.80531864739993	-2.5338212663461	-2.4545599573671	-2.24388355770001	-2.1889732147773	-3.15400561093548	-2.58746989355282	-2.66294651762884	-3.15400561093547	-3.15400561093548	-3.15400561093548	-2.61942497858341
PLA2G2A	-3.15400561093548	-3.15400561093548	-3.15400561093548	-3.15400561093547	-2.59226042358828	-3.15400561093548	-3.15400561093548	-3.15400561093548	-3.15400561093547	-2.14141950301772	-2.18618705788234	-3.15400561093547
PLA2G2C	-3.15400561093548	-3.15400561093548	-2.4545599573671	-3.15400561093547	-3.15400561093547	-3.15400561093548	-3.15400561093548	-2.66294651762884	-3.15400561093547	-3.15400561093548	-2.59041744995853	-2.61942497858341
PLA2G2D	-3.15400561093548	-3.15400561093548	-3.15400561093548	-3.15400561093547	-3.15400561093547	-3.15400561093548	-3.15400561093548	-3.15400561093548	-3.15400561093547	-3.15400561093548	-3.15400561093548	-3.15400561093547
PLA2G2E	-3.15400561093548	-3.15400561093548	-3.15400561093548	-3.15400561093547	-3.15400561093547	-3.15400561093548	-3.15400561093548	-3.15400561093548	-3.15400561093547	-3.15400561093548	-3.15400561093548	-3.15400561093547
PLA2G2F	-3.15400561093548	-3.15400561093548	-3.15400561093548	-3.15400561093547	-3.15400561093547	-3.15400561093548	-3.15400561093548	-2.29725687659454	-1.23781750405501	-3.15400561093548	-1.87078230047805	-2.61942497858341
PLA2G3	2.01835595871734	1.7529746655162	1.88240611421584	1.71065317325566	2.53142131649129	2.87600062299108	2.1836689538705	1.57636289030654	1.79841401392953	1.93640505323678	2.29015460471987	3.04000037758566
PLA2G4A	4.68453990989555	4.864647624875	5.10374835494841	4.49718257597351	4.9726544793658	4.80185867192137	5.15867180615097	5.1937773593902	4.9757361872448	4.55041664229706	5.1776995890039	5.7448355845348
PLA2G4B	3.18438525065294	2.61965207498449	3.26970324616843	2.97563908985948	3.46937849711254	4.12726891922989	2.76817861229855	2.8241412486854	3.5720962287237	2.6907968793711	3.36655319102448	3.1909163309246
PLA2G4C	-0.796508192614486	-1.49943887225797	-1.11157015211956	-0.147952553194871	-0.888439866815542	-1.09944551790433	1.07832018427984	0.951928093090318	1.77232586643514	1.07916741614743	0.109468820763309	0.868336907586988
PLA2G4D	-3.15400561093548	-3.15400561093548	-3.15400561093548	-3.15400561093547	-3.15400561093547	-3.15400561093548	-3.15400561093548	-3.15400561093548	-3.15400561093547	-3.15400561093548	-3.15400561093548	-3.15400561093547
PLA2G4E	-3.15400561093548	-3.15400561093548	-3.15400561093548	-3.15400561093547	-3.15400561093547	-3.15400561093548	-3.15400561093548	-3.15400561093548	-3.15400561093547	-3.15400561093548	-3.15400561093548	-3.15400561093547
PLA2G4F	3.02925272719196	3.48726828830403	2.03823591847093	0.137604538820817	2.91577089780461	2.81918599094177	0.747868252663169	-3.15400561093548	0.844273258097046	-3.15400561093548	0.692220220444558	0.346284492812325
PLA2G5	-3.15400561093548	-3.15400561093548	-3.15400561093548	-3.15400561093547	-3.15400561093547	-3.15400561093548	-3.15400561093548	-3.15400561093548	-3.15400561093547	-3.15400561093548	-3.15400561093548	-3.15400561093547
PLA2G6	0.345778451733501	-3.15400561093548	-1.98551670049643	0.48170910418989	-1.6158574932961	1.45130230064976	0.651906341139484	0.519416460612901	0.374832132018201	-0.964549375078455	-0.402266478228609	-3.15400561093547
PLA2G7	-3.15400561093548	-2.10149014703922	-1.98551670049643	-1.6901692514204	-0.888439866815542	-1.09944551790433	-1.86541708036361	-1.21352540208995	-3.15400561093547	-1.81698730928964	-1.39284701370136	-1.26994454930684
PLA2R1	3.10890315376739	3.51036891045623	3.3512314780358	4.06231684879046	3.5960115823875	2.32262037782841	2.31479536807953	3.74073448650978	1.66298322147216	4.2632272692451	3.52970937172888	1.60164150347931
PLAA	5.29107097055987	5.28872327170761	5.29101566709269	5.38695114440201	5.1439165713809	5.45182087537033	5.3788555248444	5.34372011782233	5.65223290882761	5.67513318650798	5.55912603339694	5.54913315509649
PLAAT1	-1.53934144092778	-3.15400561093548	-0.428280514455763	-2.24388355770001	-1.39686781106379	-1.97661856553436	-1.86541708036361	-1.55593519757318	-1.74011530412647	-1.13516738657939	-0.623084711750756	-0.122551036181102
PLAAT2	5.42353259638787	4.9600218799969	4.92889038326133	4.77472258651461	4.8734874628805	4.85228436566591	5.61825469531746	5.41168249824577	5.0012310524175	4.39055859330633	4.8844271572263	5.61587824699236
PLAAT3	6.46391058869141	5.94475272418327	6.31203609126026	6.03016198113918	5.97866165216714	5.898292027291	6.23922291295787	5.84456964775697	6.17582471566743	5.84398809095595	5.52756657964628	5.62031854383152
PLAAT4	8.46844319500669	8.42487911996366	7.9337701505527	8.62790104014577	8.23311018520922	7.79952164893457	8.34627808265098	8.53120826872731	8.1224795695065	7.79993344639323	7.62759907157366	7.95287192257937
PLAAT5	2.63097151416259	-3.15400561093548	0.598487611430963	1.16090086530844	1.47841872746437	1.55932487850435	0.651906341139484	1.05040742617573	-3.15400561093547	-3.15400561093548	-3.15400561093548	-0.0455049823030129
PLAC1	-3.15400561093548	-3.15400561093548	-3.15400561093548	-3.15400561093547	-3.15400561093547	-3.15400561093548	-3.15400561093548	-2.66294651762884	-2.51723111717014	-3.15400561093548	-3.15400561093548	-2.23025394200085
PLAC8	7.96142752435474	7.68594699826603	7.90663613705325	7.21114394428485	7.51880506558034	8.09443476729708	7.32482028057071	7.04525539423292	6.60976896504813	6.61502163710547	6.78728805044223	7.6355010960852
PLAC8L1	-1.53934144092778	-1.49943887225797	-2.4545599573671	-0.722109281719716	-0.40712444921081	-1.62168779485354	-2.18173480246917	-3.15400561093548	-3.15400561093547	-3.15400561093548	-2.59041744995853	-1.92407130052709
PLAC9	-2.13167222902314	-2.10149014703922	-3.15400561093548	-2.24388355770001	-3.15400561093547	-3.15400561093548	-3.15400561093548	-1.37459559455998	-3.15400561093547	-3.15400561093548	-3.15400561093548	-3.15400561093547
PLAG1	3.67782815094215	4.42029473186302	4.1574413648376	3.9743940712145	4.05178307322566	4.63905704282145	3.70335571928801	4.22480351390067	2.50081834695678	3.40994936760969	3.81482844892061	3.2982695570239
